gene_callers_id	blastp_acc	blastp_ann	blastp_species	blastp_taxa
14578623	WP_006041142.1	"MULTISPECIES: MSMEG_0572/Sll0783 family nitrogen starvation response protein [Synechococcales]"	"Synechococcales"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae"
6616000	WP_415303993.1	"porin [Candidatus Pelagibacter sp. Uisw_090]"	"Candidatus Pelagibacter sp. Uisw_090"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
12874692	WP_151034376.1	"peptidoglycan-associated lipoprotein Pal [Cellvibrio sp. KY-GH-1]"	"Cellvibrio sp. KY-GH-1"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio"
2913222	WP_143526751.1	"iron ABC transporter substrate-binding protein [Rubrobacter xylanophilus]"	"Rubrobacter xylanophilus"	"Bacteria","Bacillati","Actinomycetota","Rubrobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter"
259015	WP_072286712.1	"porin [Syntrophotalea acetylenica]"	"Syntrophotalea acetylenica"	"Bacteria","Pseudomonadati","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","Syntrophotaleaceae","Syntrophotalea"
10318793	WP_013046766.1	"co-chaperone GroES [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
3535827	WP_274127858.1	"ABC transporter substrate-binding protein [Abyssibius alkaniclasticus]"	"Abyssibius alkaniclasticus"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Abyssibius"
12055508	WP_292267999.1	"amino acid ABC transporter substrate-binding protein [Marivita sp.]"	"Marivita sp."	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Marivita"
15659988	WP_420318175.1	"TonB-dependent receptor [Ekhidna sp.]"	"Ekhidna sp."	"Bacteria","Pseudomonadati","Bacteroidota","Cytophagia","Cytophagales","Reichenbachiellaceae","Ekhidna"
7566303	WP_322332275.1	"chaperonin GroEL [Thalassobaculum sp. OXR-137]"	"Thalassobaculum sp. OXR-137"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Thalassobaculaceae","Thalassobaculum"
7500768	WP_420612251.1	"amino acid ABC transporter ATP-binding protein [Candidatus Spongiisocius sp.]"	"Candidatus Spongiisocius sp."	"Bacteria","Bacillati","Actinomycetota","Acidimicrobiia","Candidatus Spongiisociales","Candidatus Spongiisociaceae","Candidatus Spongiisocius"
3503083	WP_104152170.1	"MULTISPECIES: transcription termination factor Rho [Pokkaliibacter]"	"Pokkaliibacter"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Balneatrichaceae"
5829612	WP_274051564.1	"TonB-dependent receptor [Thalassomonas haliotis]"	"Thalassomonas haliotis"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassomonas"
8123373	WP_011342282.1	"histidine kinase [Syntrophotalea carbinolica]"	"Syntrophotalea carbinolica"	"Bacteria","Pseudomonadati","Thermodesulfobacteriota","Desulfuromonadia","Desulfuromonadales","Syntrophotaleaceae","Syntrophotalea"
10875885	WP_269716112.1	"TonB-dependent receptor [Caulobacter sp. NIBR2454]"	"Caulobacter sp. NIBR2454"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
6878189	WP_265366822.1	"Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha [Marinimicrobium sp. C6131]"	"Marinimicrobium sp. C6131"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Marinimicrobium"
5108721	WP_011820806.1	"circadian clock protein KaiC [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
14251005	WP_422368180.1	"ABC transporter substrate-binding protein [Pelagibius sp.]"	"Pelagibius sp."	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodovibrionaceae","Pelagibius"
15594493	WP_068357254.1	"TonB-dependent receptor [Polaribacter reichenbachii]"	"Polaribacter reichenbachii"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae"
11858948	WP_415299873.1	"TRAP transporter substrate-binding protein [Candidatus Pelagibacter sp. Uisw_134_02]"	"Candidatus Pelagibacter sp. Uisw_134_02"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
5796878	WP_169407864.1	"transcription termination factor Rho [Pseudomonas sp. gcc21]"	"Pseudomonas sp. gcc21"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
1602575	WP_318843941.1	"elongation factor Tu [Candidatus Thioglobus autotrophicus]"	"Candidatus Thioglobus autotrophicus"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Candidatus Pseudothioglobaceae","Candidatus Thioglobus"
6222866	WP_011281626.1	"sodium:solute symporter family protein [Candidatus Pelagibacter ubique]"	"Candidatus Pelagibacter ubique"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
6321172	WP_274237711.1	"SusC/RagA family TonB-linked outer membrane protein [Imtechella halotolerans]"	"Imtechella halotolerans"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Imtechella"6124570
6124573	WP_057496707.1	"MULTISPECIES: electron transfer flavoprotein subunit beta/FixA family protein [Stenotrophomonas]"	"Stenotrophomonas"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae"
4977695	WP_011133080.1	"MULTISPECIES: F0F1 ATP synthase subunit alpha [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
10482723	WP_424948330.1	"TAXI family TRAP transporter solute-binding subunit [Candidatus Spongiihabitans sp.]"	"Candidatus Spongiihabitans sp."	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Arenicellales","Candidatus Poriferihabitaceae","Candidatus Spongiihabitans"
4912172	WP_011132721.1	"MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
8549420	WP_032519915.1	"aspartate--tRNA ligase [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
2192433	WP_006851572.1	"iron uptake porin [Synechococcus sp. WH 8109]"	"Synechococcus sp. WH 8109"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae","Synechococcus"
15791158	WP_011132186.1	"MULTISPECIES: CsoS2 family carboxysome shell protein [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
15791158	WP_011132186.1	"MULTISPECIES: CsoS2 family carboxysome shell protein [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
14742582	WP_415301367.1	"aldehyde dehydrogenase [Candidatus Pelagibacter sp. Uisw_134_02]"	"Candidatus Pelagibacter sp. Uisw_134_02"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
16086078	WP_013046032.1	"hypothetical protein [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
1438783	WP_367390988.1	"hypothetical protein [Lewinella sp. LCG006]"	"Lewinella sp. LCG006"	"Bacteria","Pseudomonadati","Bacteroidota","Saprospiria","Saprospirales","Lewinellaceae","Lewinella"
8188991	WP_032524979.1	"co-chaperone GroES [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
9991234	WP_415320762.1	"alpha-hydroxy acid oxidase [Candidatus Pelagibacter sp. Uisw_092]"	"Candidatus Pelagibacter sp. Uisw_092"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
9466946	WP_044050291.1	"MULTISPECIES: chaperonin GroEL [Planktomarina]"	"Planktomarina"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae"
7238727	WP_145597262.1	"leucyl aminopeptidase [Candidatus Pelagibacter sp. FZCC0015]"	"Candidatus Pelagibacter sp. FZCC0015"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
10286152	WP_008236548.1	"OmpA family protein [Imtechella halotolerans]"	"Imtechella halotolerans"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Imtechella"
6386761	WP_421979634.1	"ABC transporter substrate-binding protein [Roseibium sp.]"	"Roseibium sp."	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Roseibium"
7631956	WP_271523133.1	"ABC transporter substrate-binding protein [Candidatus Pelagibacter sp. Uisw_121]"	"Candidatus Pelagibacter sp. Uisw_121"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
2847837	WP_415284292.1	"hypothetical protein [Candidatus Pelagibacter sp. Uisw_130]"	"Candidatus Pelagibacter sp. Uisw_130"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
10810470	WP_011377134.1	"MULTISPECIES: LL-diaminopimelate aminotransferase [Prochlorococcus]"	"Prochlorococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae"
7566439	WP_415356484.1	"sodium-translocating pyrophosphatase [Halioglobus sp. Uisw_031]"	"Halioglobus sp. Uisw_031"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus"
11498604	WP_306261423.1	"ABC transporter substrate-binding protein [Pararhizobium sp. IMCC21322]"	"Pararhizobium sp. IMCC21322"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium/Agrobacterium group","Pararhizobium"
7631984	WP_145595986.1	"extracellular solute-binding protein [Candidatus Pelagibacter sp. FZCC0015]"	"Candidatus Pelagibacter sp. FZCC0015"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
3208307	WP_134830498.1	"MULTISPECIES: ABC transporter substrate-binding protein [Leisingera]"	"Leisingera"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae"
15692920	WP_147029658.1	"chaperonin GroEL [Mucilaginibacter ginsenosidivorans]"	"Mucilaginibacter ginsenosidivorans"	"Bacteria","Pseudomonadati","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
2651259	WP_280099925.1	"DNA-directed RNA polymerase subunit alpha [Amylibacter sp. IMCC11727]"	"Amylibacter sp. IMCC11727"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Amylibacter"
10548350	WP_148054379.1	"amino acid ABC transporter substrate-binding protein [Octadecabacter sp. SW4]"	"Octadecabacter sp. SW4"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Octadecabacter"
2618495	YP_009173627.1	"Hsp70 protein [Chrysochromulina ericina virus]"	"Chrysochromulina ericina virus"	"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes","Algavirales","Phycodnaviridae"
2290818	WP_309177204.1	"type I glutamate--ammonia ligase [Bradyrhizobium sp. Ash2021]"	"Bradyrhizobium sp. Ash2021"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium"
15266952	WP_062480603.1	"TonB-dependent receptor domain-containing protein [Lacimicrobium alkaliphilum]"	"Lacimicrobium alkaliphilum"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Lacimicrobium"
5797001	WP_011620618.1	"MULTISPECIES: 50S ribosomal protein L1 [unclassified Synechococcus]"	"unclassified Synechococcus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae","Synechococcus"
7894156	WP_317055747.1	"chaperonin GroEL [Roseovarius rhodophyticola]"	"Roseovarius rhodophyticola"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseovarius"
3830925	WP_284684388.1	"RagB/SusD family nutrient uptake outer membrane protein [Chondrinema litorale]"	"Chondrinema litorale"	"Bacteria","Pseudomonadati","Bacteroidota","Cytophagia","Cytophagales","Flammeovirgaceae","Chondrinema"
2061456	WP_009575994.1	"DUF3450 domain-containing protein [Aequoribacter fuscus]"	"Aequoribacter fuscus"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Cellvibrionales","Halieaceae","Aequoribacter"
10581143	WP_415323340.1	"sodium:solute symporter family protein [Candidatus Pelagibacter sp. Uisw_127]"	"Candidatus Pelagibacter sp. Uisw_127"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
14316696	WP_415321407.1	"ABC transporter substrate-binding protein [Candidatus Pelagibacter sp. Uisw_092]"	"Candidatus Pelagibacter sp. Uisw_092"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
14906530	WP_014854966.1	"MULTISPECIES: T9SS type A sorting domain-containing protein [Melioribacter]"	"Melioribacter"	"Bacteria","Pseudomonadati","Ignavibacteriota","Ignavibacteria","Ignavibacteriales","Melioribacteraceae"
1995948	WP_248864360.1	"ABC transporter substrate-binding protein [Streptomyces halobius]"	"Streptomyces halobius"	"Bacteria","Bacillati","Actinomycetota","Actinomycetes","Kitasatosporales","Streptomycetaceae","Streptomyces"
7730360	WP_422382206.1	"urea ABC transporter substrate-binding protein [Marinicellulosiphila megalodicopiae]"	"Marinicellulosiphila megalodicopiae"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Marinicellulosiphila"
11957433	WP_013047136.1	"porin [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
2618574	WP_423063463.1	"DNA-directed RNA polymerase subunit alpha [Candidiatus Paracoxiella cheracis]"	"Candidiatus Paracoxiella cheracis"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Legionellales","Coxiellaceae","Candidiatus Paracoxiella"
324815	WP_186490569.1	"alpha/beta hydrolase [Synechococcus sp. BIOS-U3-1]"	"Synechococcus sp. BIOS-U3-1"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae","Synechococcus"
3044561	WP_416305491.1	"TonB-dependent receptor domain-containing protein [Neptunicella sp. SCSIO 80796]"	"Neptunicella sp. SCSIO 80796"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Neptunicella"
2684116	WP_069676846.1	"TonB-dependent receptor [Formosa sp. Hel1_33_131]"	"Formosa sp. Hel1_33_131"	"Bacteria","Pseudomonadati","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Formosa"
2356439	WP_032526809.1	"proline--tRNA ligase [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
8844518	WP_020743093.1	"TonB-dependent receptor [Alteromonas mediterranea]"	"Alteromonas mediterranea"	"Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas/Salinimonas group","Alteromonas"
13268202	WP_415290565.1	"porin [Candidatus Pelagibacter sp. Uisw_136]"	"Candidatus Pelagibacter sp. Uisw_136"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Pelagibacterales","Candidatus Pelagibacteraceae","Candidatus Pelagibacter"
13890794	XP_072957366.1	"tubulin alpha-2 chain-like isoform X2 [Typha angustifolia]"	"Typha angustifolia"	"Eukaryota","Viridiplantae","Streptophyta","Embryophyta","Tracheophyta","Spermatophyta","Magnoliopsida","Liliopsida","Poales","Typhaceae","Typha"
9598192	WP_013045590.1	"FtsH protease activity modulator HflK [Candidatus Puniceispirillum marinum]"	"Candidatus Puniceispirillum marinum"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Candidatus Puniceispirillales","Candidatus Puniceispirillaceae","Candidatus Puniceispirillum"
15037690	WP_406650355.1	"ABC transporter substrate-binding protein [Aliisedimentitalea scapharcae]"	"Aliisedimentitalea scapharcae"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Aliisedimentitalea"
13071613	WP_268880925.1	"ABC transporter substrate-binding protein [Jiella pelagia]"	"Jiella pelagia"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Aurantimonadaceae","Jiella"
7533826	WP_216013218.1	"chaperonin GroEL [Tritonibacter mobilis]"	"Tritonibacter mobilis"	"Bacteria","Pseudomonadati","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Tritonibacter"
3011844	WP_032524450.1	"branched-chain amino acid transaminase [Prochlorococcus marinus]"	"Prochlorococcus marinus"	"Bacteria","Bacillati","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Prochlorococcus"
226572	WP_195168898.1	"ABC transporter substrate-binding protein [Phototrophicus methaneseepsis]"	"Phototrophicus methaneseepsis"	"Bacteria","Bacillati","Chloroflexota","Candidatus Thermofonsia","Phototrophicales","Phototrophicaceae","Phototrophicus"
13694231	WP_232563513.1	"RagB/SusD family nutrient uptake outer membrane protein [Spirosoma oryzicola]"	"Spirosoma oryzicola"	"Bacteria","Pseudomonadati","Bacteroidota","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma"
